Price,Adj Close,Close,High,Low,Open,Volume
Ticker,REP.MC,REP.MC,REP.MC,REP.MC,REP.MC,REP.MC
Date,,,,,,
2025-01-02,10.949201583862305,11.859999656677246,11.899999618530273,11.729999542236328,11.824999809265137,4243232
2025-01-03,10.958434104919434,11.869999885559082,11.960000038146973,11.869999885559082,11.920000076293945,3513957
2025-01-06,11.09229850769043,12.015000343322754,12.024999618530273,11.850000381469727,11.970000267028809,17141341
2025-01-07,10.939970970153809,11.850000381469727,11.984999656677246,11.800000190734863,11.869999885559082,6095006
2025-01-08,10.88919448852539,11.795000076293945,11.899999618530273,11.664999961853027,11.880000114440918,4472355
2025-01-09,11.124611854553223,12.050000190734863,12.204999923706055,11.829999923706055,11.859999656677246,10765595
2025-01-10,11.239941596984863,11.694999694824219,11.944999694824219,11.545000076293945,11.609999656677246,5874785
2025-01-13,11.436964988708496,11.899999618530273,11.994999885559082,11.704999923706055,11.800000190734863,4639591
2025-01-14,11.215914726257324,11.670000076293945,11.850000381469727,11.670000076293945,11.829999923706055,4363063
2025-01-15,11.273579597473145,11.729999542236328,11.800000190734863,11.645000457763672,11.789999961853027,3250440
2025-01-16,11.105389595031738,11.555000305175781,11.75,11.4399995803833,11.729999542236328,6050079
2025-01-17,11.1726655960083,11.625,11.704999923706055,11.59000015258789,11.680000305175781,4101627
2025-01-20,11.052529335021973,11.5,11.65999984741211,11.489999771118164,11.649999618530273,2700222
2025-01-21,10.98525333404541,11.430000305175781,11.489999771118164,11.335000038146973,11.420000076293945,8447456
2025-01-22,10.946809768676758,11.390000343322754,11.555000305175781,11.319999694824219,11.395000457763672,2987504
2025-01-23,10.937198638916016,11.380000114440918,11.470000267028809,11.270000457763672,11.34000015258789,2514903
2025-01-24,10.927587509155273,11.369999885559082,11.449999809265137,11.274999618530273,11.364999771118164,3078323
2025-01-27,10.720952987670898,11.154999732971191,11.295000076293945,11.154999732971191,11.289999961853027,3951218
2025-01-28,10.793034553527832,11.229999542236328,11.369999885559082,11.130000114440918,11.154999732971191,3356506
2025-01-29,10.8314790725708,11.270000457763672,11.279999732971191,11.1850004196167,11.239999771118164,2589953
2025-01-30,10.893949508666992,11.335000038146973,11.4350004196167,11.260000228881836,11.260000228881836,3079332
2025-01-31,10.8314790725708,11.270000457763672,11.420000076293945,11.194999694824219,11.390000343322754,2657311
2025-02-03,10.869922637939453,11.3100004196167,11.4350004196167,11.199999809265137,11.199999809265137,3721612
2025-02-04,11.033307075500488,11.479999542236328,11.489999771118164,11.135000228881836,11.239999771118164,4471692
2025-02-05,10.999669075012207,11.444999694824219,11.579999923706055,11.395000457763672,11.5,3119739
2025-02-06,11.052529335021973,11.5,11.614999771118164,11.454999923706055,11.46500015258789,3275290
2025-02-07,11.095778465270996,11.545000076293945,11.579999923706055,11.454999923706055,11.46500015258789,2629890
2025-02-10,11.119805335998535,11.569999694824219,11.694999694824219,11.53499984741211,11.579999923706055,3110085
2025-02-11,11.321634292602539,11.779999732971191,11.779999732971191,11.520000457763672,11.555000305175781,3533718
2025-02-12,11.59554386138916,12.0649995803833,12.095000267028809,11.744999885559082,11.770000457763672,7193193
2025-02-13,11.48021411895752,11.944999694824219,12.015000343322754,11.869999885559082,11.9399995803833,5782773
2025-02-14,11.662820816040039,12.135000228881836,12.180000305175781,11.880000114440918,11.899999618530273,4481635
2025-02-17,11.648404121398926,12.119999885559082,12.199999809265137,12.079999923706055,12.100000381469727,3075402
2025-02-18,11.682042121887207,12.154999732971191,12.225000381469727,12.095000267028809,12.114999771118164,3876827
2025-02-19,11.701264381408691,12.175000190734863,12.260000228881836,12.104999542236328,12.1899995803833,3729065
2025-02-20,12.619105339050293,13.130000114440918,13.170000076293945,12.324999809265137,12.324999809265137,17875150
2025-02-21,12.215447425842285,12.710000038146973,13.130000114440918,12.625,13.050000190734863,10135925
2025-02-24,12.032840728759766,12.520000457763672,12.71500015258789,12.420000076293945,12.710000038146973,4253850
2025-02-25,11.936731338500977,12.420000076293945,12.625,12.369999885559082,12.53499984741211,3734272
2025-02-26,11.922314643859863,12.404999732971191,12.545000076293945,12.369999885559082,12.449999809265137,3368982
2025-02-27,11.816595077514648,12.295000076293945,12.395000457763672,12.255000114440918,12.395000457763672,3453169
2025-02-28,11.831011772155762,12.3100004196167,12.329999923706055,12.21500015258789,12.295000076293945,4052239
2025-03-03,11.686847686767578,12.15999984741211,12.470000267028809,12.15999984741211,12.399999618530273,3041336
2025-03-04,11.384105682373047,11.845000267028809,12.03499984741211,11.774999618530273,12.0,8088527
2025-03-05,11.398521423339844,11.859999656677246,12.0649995803833,11.800000190734863,11.989999771118164,4585267
2025-03-06,11.369688987731934,11.829999923706055,12.029999732971191,11.805000305175781,12.010000228881836,3759995
2025-03-07,11.321634292602539,11.779999732971191,11.930000305175781,11.75,11.875,5051689
2025-03-10,11.287996292114258,11.744999885559082,11.989999771118164,11.744999885559082,11.880000114440918,5569200
2025-03-11,11.14383316040039,11.595000267028809,11.875,11.555000305175781,11.734999656677246,4980260
2025-03-12,11.129416465759277,11.579999923706055,11.630000114440918,11.454999923706055,11.600000381469727,3626036
2025-03-13,11.182276725769043,11.635000228881836,11.6850004196167,11.569999694824219,11.59000015258789,3029314
2025-03-14,11.090972900390625,11.539999961853027,11.630000114440918,11.4350004196167,11.630000114440918,6575990
2025-03-17,11.408132553100586,11.869999885559082,11.890000343322754,11.59000015258789,11.649999618530273,4593321
2025-03-18,11.552295684814453,12.020000457763672,12.119999885559082,11.899999618530273,11.899999618530273,3871240
2025-03-19,11.66762638092041,12.140000343322754,12.1899995803833,12.010000228881836,12.010000228881836,3276774
2025-03-20,11.59554386138916,12.0649995803833,12.25,12.045000076293945,12.170000076293945,3634225
2025-03-21,11.633987426757812,12.104999542236328,12.175000190734863,12.079999923706055,12.09000015258789,12245003
2025-03-24,11.494630813598633,11.960000038146973,12.21500015258789,11.944999694824219,12.1850004196167,3009242
2025-03-25,11.677236557006836,12.149999618530273,12.1850004196167,11.96500015258789,11.979999542236328,3056025
2025-03-26,11.931925773620605,12.414999961853027,12.510000228881836,12.149999618530273,12.180000305175781,5596069
2025-03-27,12.028035163879395,12.515000343322754,12.59000015258789,12.385000228881836,12.414999961853027,5252666
2025-03-28,11.970369338989258,12.454999923706055,12.625,12.414999961853027,12.479999542236328,3956989
2025-03-31,11.82140064239502,12.300000190734863,12.319999694824219,12.005000114440918,12.140000343322754,5366700
2025-04-01,11.874259948730469,12.354999542236328,12.470000267028809,12.255000114440918,12.399999618530273,4186508
2025-04-02,11.59554386138916,12.0649995803833,12.345000267028809,11.970000267028809,12.274999618530273,5221534
2025-04-03,10.975642204284668,11.420000076293945,11.84000015258789,11.350000381469727,11.8149995803833,9707765
2025-04-04,10.365349769592285,10.78499984741211,11.305000305175781,10.600000381469727,11.300000190734863,13389432
2025-04-07,9.654144287109375,10.045000076293945,10.600000381469727,9.899999618530273,10.1899995803833,13912791
2025-04-08,9.5724515914917,9.960000038146973,10.5,9.881999969482422,10.395000457763672,11925646
2025-04-09,9.207237243652344,9.579999923706055,9.706000328063965,9.413999557495117,9.706000328063965,24377653
2025-04-10,9.384078025817871,9.763999938964844,11.010000228881836,9.755999565124512,11.010000228881836,10224315
2025-04-11,9.218770027160645,9.592000007629395,9.770000457763672,9.550000190734863,9.767999649047852,7464318
2025-04-14,9.547463417053223,9.934000015258789,10.0649995803833,9.770000457763672,9.8100004196167,5996995
2025-04-15,9.591672897338867,9.979999542236328,10.0649995803833,9.881999969482422,9.930000305175781,5507799
2025-04-16,9.755058288574219,10.149999618530273,10.149999618530273,9.833999633789062,9.899999618530273,3689089
2025-04-17,9.923249244689941,10.324999809265137,10.34000015258789,10.085000038146973,10.244999885559082,3856840
2025-04-22,9.923249244689941,10.324999809265137,10.404999732971191,10.260000228881836,10.354999542236328,3722633
2025-04-23,10.052995681762695,10.460000038146973,10.664999961853027,10.399999618530273,10.5,6454261
2025-04-24,10.144299507141113,10.555000305175781,10.619999885559082,10.489999771118164,10.524999618530273,3285329
2025-04-25,10.302879333496094,10.720000267028809,10.744999885559082,10.569999694824219,10.664999961853027,3998075
2025-04-28,10.350934028625488,10.770000457763672,10.864999771118164,10.6850004196167,10.84000015258789,4253330
2025-04-29,10.331711769104004,10.75,10.8149995803833,10.654999732971191,10.789999961853027,3850057
2025-04-30,10.38937759399414,10.8100004196167,10.854999542236328,10.420000076293945,10.65999984741211,7345846
2025-05-02,10.350934028625488,10.770000457763672,11.045000076293945,10.579999923706055,10.895000457763672,6582087
2025-05-05,10.423015594482422,10.845000267028809,10.949999809265137,10.630000114440918,10.744999885559082,3073605
2025-05-06,10.552762031555176,10.979999542236328,11.03499984741211,10.880000114440918,10.949999809265137,4321399
2025-05-07,10.514318466186523,10.9399995803833,11.03499984741211,10.869999885559082,11.0,3004629
2025-05-08,10.653676986694336,11.085000038146973,11.085000038146973,10.890000343322754,10.960000038146973,3674372
2025-05-09,10.82667350769043,11.265000343322754,11.300000190734863,11.125,11.130000114440918,3650706
2025-05-12,11.1726655960083,11.625,11.854999542236328,11.479999542236328,11.489999771118164,8255299
2025-05-13,11.345662117004395,11.805000305175781,11.850000381469727,11.579999923706055,11.630000114440918,3782308
2025-05-14,11.292801856994629,11.75,11.9350004196167,11.640000343322754,11.850000381469727,4540772
2025-05-15,11.206303596496582,11.65999984741211,11.6899995803833,11.515000343322754,11.600000381469727,4164367
2025-05-16,11.331245422363281,11.789999961853027,11.8149995803833,11.604999542236328,11.75,4029373
2025-05-19,11.259163856506348,11.71500015258789,11.854999542236328,11.6850004196167,11.789999961853027,2965650
2025-05-20,11.350467681884766,11.8100004196167,11.8100004196167,11.630000114440918,11.694999694824219,3842899
2025-05-21,11.297607421875,11.755000114440918,11.845000267028809,11.694999694824219,11.845000267028809,3931897
2025-05-22,11.148638725280762,11.600000381469727,11.760000228881836,11.53499984741211,11.71500015258789,3342002
2025-05-23,11.047723770141602,11.494999885559082,11.729999542236328,11.364999771118164,11.635000228881836,4983515
2025-05-26,11.225525856018066,11.680000305175781,11.6899995803833,11.59000015258789,11.600000381469727,2215261
2025-05-27,11.345662117004395,11.805000305175781,11.835000038146973,11.654999732971191,11.6899995803833,3527701
2025-05-28,11.35527229309082,11.8149995803833,11.875,11.765000343322754,11.835000038146973,3240197
2025-05-29,11.331245422363281,11.789999961853027,11.994999885559082,11.760000228881836,11.895000457763672,2769194
2025-05-30,11.393715858459473,11.854999542236328,11.944999694824219,11.8100004196167,11.869999885559082,10462200
2025-06-02,11.552295684814453,12.020000457763672,12.145000457763672,11.880000114440918,11.899999618530273,5458329
2025-06-03,11.66762638092041,12.140000343322754,12.145000457763672,11.975000381469727,12.0649995803833,5095615
2025-06-04,11.465798377990723,11.930000305175781,12.289999961853027,11.930000305175781,12.194999694824219,5643631
2025-06-05,11.499436378479004,11.96500015258789,12.050000190734863,11.859999656677246,11.920000076293945,4354466
2025-06-06,11.523463249206543,11.989999771118164,12.024999618530273,11.835000038146973,12.015000343322754,3535423
2025-06-09,11.547490119934082,12.015000343322754,12.100000381469727,11.979999542236328,12.0,2857706
2025-06-10,11.75412368774414,12.229999542236328,12.289999961853027,12.09000015258789,12.09000015258789,5162000
2025-06-11,11.710875511169434,12.1850004196167,12.3100004196167,12.149999618530273,12.229999542236328,3170417
2025-06-12,11.840621948242188,12.319999694824219,12.375,12.180000305175781,12.289999961853027,3825594
2025-06-13,11.778151512145996,12.255000114440918,12.75,12.210000038146973,12.484999656677246,7378766
2025-06-16,11.903093338012695,12.385000228881836,12.574999809265137,12.3100004196167,12.40999984741211,6329510
2025-06-17,12.114532470703125,12.604999542236328,12.65999984741211,12.40999984741211,12.4399995803833,4957550
2025-06-18,12.03764533996582,12.524999618530273,12.694999694824219,12.449999809265137,12.670000076293945,5158480
2025-06-19,12.316361427307129,12.8149995803833,12.829999923706055,12.569999694824219,12.59000015258789,4764854
2025-06-20,12.311556816101074,12.8100004196167,12.920000076293945,12.675000190734863,12.789999961853027,22884981
2025-06-23,12.340389251708984,12.84000015258789,13.039999961853027,12.774999618530273,12.954999923706055,12978577
2025-06-24,12.032840728759766,12.520000457763672,12.574999809265137,12.100000381469727,12.375,16415363
2025-06-25,12.004007339477539,12.489999771118164,12.59000015258789,12.444999694824219,12.484999656677246,4066547
2025-06-26,11.927120208740234,12.40999984741211,12.545000076293945,12.319999694824219,12.515000343322754,4389084
2025-06-27,12.061673164367676,12.550000190734863,12.550000190734863,12.420000076293945,12.444999694824219,8679743
2025-06-30,11.95114803314209,12.4350004196167,12.609999656677246,12.40999984741211,12.609999656677246,3787380
2025-07-01,12.028035163879395,12.515000343322754,12.574999809265137,12.4350004196167,12.5,12403235
2025-07-02,12.210641860961914,12.704999923706055,12.779999732971191,12.5649995803833,12.579999923706055,5690923
2025-07-03,12.350000381469727,12.850000381469727,12.880000114440918,12.795000076293945,12.835000038146973,9528594
