Price,Adj Close,Close,High,Low,Open,Volume
Ticker,REP.MC,REP.MC,REP.MC,REP.MC,REP.MC,REP.MC
Date,,,,,,
2025-07-04,12.420000076293945,12.420000076293945,12.449999809265137,12.300000190734863,12.350000381469727,5558457
2025-07-07,12.395000457763672,12.395000457763672,12.4399995803833,12.305000305175781,12.354999542236328,9113735
2025-07-08,12.84000015258789,12.84000015258789,12.854999542236328,12.369999885559082,12.369999885559082,8761500
2025-07-09,12.779999732971191,12.779999732971191,12.859999656677246,12.59000015258789,12.649999618530273,4833238
2025-07-10,12.8149995803833,12.8149995803833,12.880000114440918,12.635000228881836,12.819999694824219,4351847
2025-07-11,12.989999771118164,12.989999771118164,13.0,12.760000228881836,12.800000190734863,5919014
2025-07-14,12.875,12.875,13.045000076293945,12.835000038146973,12.9350004196167,4512099
2025-07-15,12.914999961853027,12.914999961853027,12.949999809265137,12.8149995803833,12.8149995803833,3273719
2025-07-16,12.84000015258789,12.84000015258789,13.050000190734863,12.789999961853027,12.869999885559082,4124929
2025-07-17,12.84000015258789,12.84000015258789,12.895000457763672,12.739999771118164,12.84000015258789,2550146
2025-07-18,13.09000015258789,13.09000015258789,13.244999885559082,12.949999809265137,12.949999809265137,9894936
2025-07-21,13.055000305175781,13.055000305175781,13.085000038146973,12.96500015258789,13.050000190734863,2943192
2025-07-22,13.0649995803833,13.0649995803833,13.095000267028809,13.010000228881836,13.039999961853027,2698479
2025-07-23,13.199999809265137,13.199999809265137,13.265000343322754,13.100000381469727,13.100000381469727,5141855
2025-07-24,13.46500015258789,13.46500015258789,13.619999885559082,13.239999771118164,13.300000190734863,10121917
2025-07-25,13.585000038146973,13.585000038146973,13.654999732971191,13.4350004196167,13.5,4561811
2025-07-28,13.800000190734863,13.800000190734863,13.800000190734863,13.5649995803833,13.600000381469727,4740825
2025-07-29,13.859999656677246,13.859999656677246,13.9399995803833,13.789999961853027,13.800000190734863,4292221
2025-07-30,13.475000381469727,13.475000381469727,14.109999656677246,13.475000381469727,13.960000038146973,8239926
2025-07-31,13.279999732971191,13.279999732971191,13.5,13.069999694824219,13.449999809265137,8999458
2025-08-01,12.970000267028809,12.970000267028809,13.345000267028809,12.899999618530273,13.265000343322754,5216314
2025-08-04,12.899999618530273,12.899999618530273,13.074999809265137,12.789999961853027,12.979999542236328,4080056
2025-08-05,13.069999694824219,13.069999694824219,13.125,12.895000457763672,12.9350004196167,3102910
2025-08-06,13.28499984741211,13.28499984741211,13.4350004196167,13.135000228881836,13.149999618530273,4072019
2025-08-07,13.279999732971191,13.279999732971191,13.385000228881836,13.145000457763672,13.1899995803833,2606998
2025-08-08,13.335000038146973,13.335000038146973,13.375,13.220000267028809,13.225000381469727,2453522
2025-08-11,13.175000190734863,13.175000190734863,13.350000381469727,13.15999984741211,13.335000038146973,2067889
2025-08-12,13.430000305175781,13.430000305175781,13.494999885559082,13.3100004196167,13.395000457763672,2949552
2025-08-13,13.359999656677246,13.359999656677246,13.4350004196167,13.274999618530273,13.390000343322754,2534115
2025-08-14,13.300000190734863,13.300000190734863,13.430000305175781,13.239999771118164,13.430000305175781,4304344
2025-08-15,13.369999885559082,13.369999885559082,13.40999984741211,13.225000381469727,13.375,2236871
2025-08-18,13.329999923706055,13.329999923706055,13.369999885559082,13.260000228881836,13.329999923706055,2687305
2025-08-19,13.460000038146973,13.460000038146973,13.475000381469727,13.274999618530273,13.319999694824219,2560169
2025-08-20,13.630000114440918,13.630000114440918,13.675000190734863,13.385000228881836,13.399999618530273,2920104
2025-08-21,13.850000381469727,13.850000381469727,13.850000381469727,13.65999984741211,13.65999984741211,4162573
2025-08-22,13.904999732971191,13.904999732971191,13.979999542236328,13.875,13.880000114440918,3339824
2025-08-25,14.03499984741211,14.03499984741211,14.045000076293945,13.779999732971191,13.8100004196167,3087666
2025-08-26,13.895000457763672,13.895000457763672,14.055000305175781,13.84000015258789,14.0,3511711
2025-08-27,13.824999809265137,13.824999809265137,13.960000038146973,13.729999542236328,13.880000114440918,2429735
2025-08-28,13.9350004196167,13.9350004196167,13.9399995803833,13.789999961853027,13.869999885559082,1884508
2025-08-29,14.010000228881836,14.010000228881836,14.039999961853027,13.859999656677246,13.979999542236328,2385226
2025-09-01,14.119999885559082,14.119999885559082,14.135000228881836,13.96500015258789,14.0,2771320
2025-09-02,14.135000228881836,14.135000228881836,14.234999656677246,14.029999732971191,14.109999656677246,3348711
2025-09-03,14.21500015258789,14.21500015258789,14.369999885559082,14.09000015258789,14.09000015258789,4871809
2025-09-04,14.324999809265137,14.324999809265137,14.395000457763672,14.149999618530273,14.149999618530273,3262133
2025-09-05,14.1899995803833,14.1899995803833,14.395000457763672,14.09000015258789,14.3100004196167,3518149
2025-09-08,14.390000343322754,14.390000343322754,14.4399995803833,14.279999732971191,14.295000076293945,3589681
2025-09-09,14.59000015258789,14.59000015258789,14.640000343322754,14.395000457763672,14.4399995803833,4280879
2025-09-10,14.545000076293945,14.545000076293945,14.729999542236328,14.460000038146973,14.574999809265137,3356165
2025-09-11,14.510000228881836,14.510000228881836,14.704999923706055,14.425000190734863,14.625,2816213
2025-09-12,14.569999694824219,14.569999694824219,14.600000381469727,14.3149995803833,14.40999984741211,3870144
2025-09-15,14.744999885559082,14.744999885559082,14.800000190734863,14.5600004196167,14.5600004196167,3443423
2025-09-16,14.845000267028809,14.845000267028809,14.845000267028809,14.520000457763672,14.800000190734863,3488389
2025-09-17,14.739999771118164,14.739999771118164,14.859999656677246,14.649999618530273,14.78499984741211,2777592
2025-09-18,14.675000190734863,14.675000190734863,14.78499984741211,14.630000114440918,14.75,2065714
2025-09-19,14.444999694824219,14.444999694824219,14.765000343322754,14.375,14.65999984741211,6942070
2025-09-22,14.449999809265137,14.449999809265137,14.524999618530273,14.359999656677246,14.470000267028809,2501029
2025-09-23,14.84000015258789,14.84000015258789,14.9399995803833,14.380000114440918,14.454999923706055,5281060
2025-09-24,15.305000305175781,15.305000305175781,15.3149995803833,14.78499984741211,14.800000190734863,6248392
2025-09-25,15.515000343322754,15.515000343322754,15.539999961853027,15.244999885559082,15.300000190734863,5006258
2025-09-26,15.645000457763672,15.645000457763672,15.699999809265137,15.505000114440918,15.574999809265137,3266140
2025-09-29,15.420000076293945,15.420000076293945,15.680000305175781,15.404999732971191,15.555000305175781,5202490
2025-09-30,15.0649995803833,15.0649995803833,15.335000038146973,14.65999984741211,15.295000076293945,5771875
2025-10-01,15.289999961853027,15.289999961853027,15.289999961853027,15.03499984741211,15.119999885559082,3513280
2025-10-02,15.015000343322754,15.015000343322754,15.305000305175781,15.015000343322754,15.289999961853027,3390342
2025-10-03,15.045000076293945,15.045000076293945,15.204999923706055,15.010000228881836,15.039999961853027,3360627
2025-10-06,15.255000114440918,15.255000114440918,15.359999656677246,15.130000114440918,15.154999732971191,3119147
2025-10-07,14.925000190734863,14.925000190734863,15.345000267028809,14.920000076293945,15.25,8410030
2025-10-08,14.899999618530273,14.899999618530273,15.119999885559082,14.8149995803833,15.050000190734863,4298212
2025-10-09,14.574999809265137,14.574999809265137,14.854999542236328,14.555000305175781,14.800000190734863,4013714
